Query	Gene	cor	pvalue
NKX2-1	AP002907.1	0.0337663342337282	0.450323362793601
NKX2-1	ZNF222	0.0535720521334655	0.23085113810094
NKX2-1	AC099066.2	-0.0908826859031415	0.0418109844815641
NKX2-1	AC018755.4	0.311947912532379	8.60889552398649e-13
NKX2-1	HM13-IT1	0.00916232892058923	0.837745740914073
NKX2-1	AC023509.3	-0.100824762117025	0.0238745080790072
NKX2-1	EVA1C	-0.0382509757706872	0.392438623866778
NKX2-1	POLR1D	-0.213347990353728	1.40799076892056e-06
NKX2-1	RBFA	0.0287303126566073	0.520716863605862
NKX2-1	GABARAPL2	0.046246890788002	0.30106680211006
NKX2-1	TNPO3	-0.108074700474128	0.0154134884327987
NKX2-1	STX11	0.211713141781806	1.70102994665608e-06
NKX2-1	GCN1	-0.0213134954414637	0.633789339770208
NKX2-1	CYP51A1	-0.0710837839204718	0.111677127995412
NKX2-1	SPRR2G	-0.142681964564304	0.00134928821020187
NKX2-1	CFAP157	0.0295848307538658	0.508387231683009
NKX2-1	ME1	-0.171693157174216	0.000110634340722153
NKX2-1	AC008764.8	-0.1038960352454	0.0198946490093054
NKX2-1	SENP6	-0.0618668872026942	0.166352277275013
NKX2-1	HLA-G	0.281664081336065	1.31352053704602e-10
NKX2-1	DDX1	-0.161154727727201	0.00028845676303328
NKX2-1	TBC1D2	-0.0439538196241801	0.325695532409324
NKX2-1	TBC1D12	0.0843465357223695	0.0589629555905978
NKX2-1	DCLK1	0.164824516442154	0.000207960809985895
NKX2-1	MICE	0.185077263794784	3.01295362206873e-05
NKX2-1	PTGFRN	-0.223632208226218	4.14181904033747e-07
NKX2-1	AL049828.2	-0.160810720209495	0.000297335633152585
NKX2-1	THSD7B	-0.122832803543751	0.00585677104542468
NKX2-1	CNDP2	0.252053974276365	1.02834675466882e-08
NKX2-1	A2M-AS1	-0.0177593847217465	0.691408229142255
NKX2-1	DOLPP1	-0.140936074605885	0.0015472851197436
NKX2-1	ANKH	0.0209554841315648	0.639501373214975
NKX2-1	RNF215	-0.0296177049657327	0.50791596552503
NKX2-1	ERGIC2	-0.111490846768926	0.0124346903768721
NKX2-1	YTHDC2	-0.0245941919892195	0.582490095849223
NKX2-1	WASH4P	0.0204918654004819	0.646930105683794
NKX2-1	RNU7-159P	-0.0231246470995345	0.60523052173227
NKX2-1	CCDC32	0.102526457902825	0.0215918302773849
NKX2-1	MIR6730	0.0801070955426037	0.0729351224354699
NKX2-1	SLC30A7	0.106317020278771	0.017177345909587
NKX2-1	RHOD	-0.0313319162339628	0.483662109327689
NKX2-1	RUSF1	0.0521018361444619	0.243921189083052
NKX2-1	IRAIN	-0.131216671358754	0.00322566693408101
NKX2-1	AC083899.1	-0.170530819571108	0.000123316473131983
NKX2-1	PCDH12	0.412486491342183	4.82220944638598e-22
NKX2-1	CDCA8	-0.209624035858901	2.16123907330792e-06
NKX2-1	MROH1	0.1234463012798	0.00561314138969596
NKX2-1	HLA-V	0.13208491264887	0.00302650509631374
NKX2-1	LINC01399	-0.0966015517004891	0.0304597505057014
NKX2-1	BBOX1	0.00320371041919534	0.942919032834539
NKX2-1	HERC1	0.0935660863337541	0.0361039415854562
NKX2-1	LINC00926	0.241397913346167	4.34269454783555e-08
NKX2-1	PTPRK	-0.0460816094110576	0.302799513010759
NKX2-1	DNAJC5B	0.302338026884598	4.52612698050348e-12
NKX2-1	ZNF137P	0.127418076899332	0.00424451503962275
NKX2-1	POLR2I	-0.0430095543674846	0.336206762306132
NKX2-1	CCM2L	0.287295440817131	5.39156420011082e-11
NKX2-1	RNU4-39P	-0.136996051630163	0.00209579979853627
NKX2-1	NEURL4	0.0495298115905934	0.268014489062907
NKX2-1	FRS3	0.0597684918121686	0.181225407540108
NKX2-1	PDLIM4	-0.066768188942175	0.135200925081266
NKX2-1	HSD17B8	-0.0658132006639983	0.140888865248977
NKX2-1	USP19	0.0650415374411306	0.145617456416179
NKX2-1	AL008718.3	-0.107035161241316	0.0164364084772353
NKX2-1	AC092490.1	0.0667911825157393	0.135066188444706
NKX2-1	CCDC24	0.0398265693208099	0.373220373982147
NKX2-1	RAB38	-0.14790816358673	0.000887445460157598
NKX2-1	SRSF3	-0.208375903217031	2.49075866398221e-06
NKX2-1	TMEM45A	0.0227732164479193	0.610726940050495
NKX2-1	ZFP82	0.100683046504307	0.0240736929864547
NKX2-1	TOLLIP-AS1	-0.0224716702393688	0.615460675829533
NKX2-1	AC007319.1	0.0565741913366839	0.205721286408018
NKX2-1	SLC12A9	-0.0142620018977077	0.74990482951793
NKX2-1	MRPS18C	-0.0749602793610249	0.0934084243366893
NKX2-1	CAMK2N2	-0.0847458948216887	0.0577694824624597
NKX2-1	NAMPT	-0.040649051362569	0.363423108326336
NKX2-1	AGA	0.0202946821053498	0.650100365191226
NKX2-1	GSR	-0.0874448992283449	0.050218022788163
NKX2-1	HEY1	-0.151267125967683	0.000673043160951208
NKX2-1	LGALS1	0.0750756934504857	0.0929035624646243
NKX2-1	LAMP2	-0.0739921020026924	0.0977304908111668
NKX2-1	AC125807.2	-0.0834180192038229	0.06181682317329
NKX2-1	AL132780.1	-0.0171404652754212	0.701638937088296
NKX2-1	RAB13	-0.0361885058794319	0.418480562177661
NKX2-1	S1PR3	0.0577131289593135	0.196725907455503
NKX2-1	GLRX	0.304282328193103	3.25102896590564e-12
NKX2-1	SETD1B	0.0053952430302874	0.904022226662658
NKX2-1	ADPRM	-0.0482478393024469	0.280612857525201
NKX2-1	SSH1	0.0624263898302789	0.162545584475055
NKX2-1	IZUMO4	-0.0615230433955939	0.168724619870493
NKX2-1	VWDE	-0.0116383508064978	0.794771089466943
NKX2-1	PKP4-AS1	-0.16550817015493	0.00019551330532155
NKX2-1	SHC3	0.323070368435961	1.16795565942832e-13
NKX2-1	KLF15	0.266127812884485	1.38340684633903e-09
NKX2-1	NOP14-AS1	0.032050008250661	0.473691425705318
NKX2-1	PAQR7	0.0159624793909323	0.721259354122429
NKX2-1	ZGRF1	-0.15125043088497	0.000673978374561587
NKX2-1	RPS10P3	-0.0741078001099738	0.0972057655156937
NKX2-1	LINC01876	-0.163944233185352	0.000225082609515935
NKX2-1	AC090425.2	-0.177222507177472	6.53855794953197e-05
NKX2-1	PMS2P5	-0.15921858810537	0.000341853071966293
NKX2-1	ANAPC13	-0.105042289833624	0.0185646742956476
NKX2-1	ATP7B	0.059661289040932	0.182010849819655
NKX2-1	YWHAZP5	-0.0761922748552483	0.0881312142158147
NKX2-1	RNU6-1091P	-0.137852046323636	0.00196337943002603
NKX2-1	SIGLEC9	0.33047563688551	2.94872931286474e-14
NKX2-1	HHIPL1	-0.0631461295988629	0.157745511246778
NKX2-1	CYLD	0.104822653469509	0.0188133350664192
NKX2-1	NOX4	-0.127724575437251	0.00415262738909679
NKX2-1	CLMN	0.230036248709433	1.87579553820709e-07
NKX2-1	KIF14	-0.258235260451683	4.32381292245829e-09
NKX2-1	SLPI	0.122576168794218	0.00596147368252702
NKX2-1	TIMM8A	-0.159190306740255	0.000342697318045735
NKX2-1	EDEM3	-0.0655141615555105	0.142707151868636
NKX2-1	ZDHHC18	-0.0929110901266583	0.0374320925425844
NKX2-1	AP3B1	-0.0253939115896022	0.570284312769146
NKX2-1	SNHG15	-0.0464077922227122	0.29938634524184
NKX2-1	PHKG2	-0.0405988760847115	0.364016152784924
NKX2-1	KDM5C	0.0377544265345422	0.398617099457406
NKX2-1	PDE4DIP	0.181871564322596	4.14986941414922e-05
NKX2-1	DLK1	0.0256645086799013	0.566181999428686
NKX2-1	MECP2	0.0637632998108505	0.153715425590891
NKX2-1	IRF2BP1	0.00503435702971401	0.910414215356424
NKX2-1	AL021154.1	-0.0605156130538944	0.175821016079847
NKX2-1	MARCHF3	0.175596344425367	7.64501614465307e-05
NKX2-1	COA7	-0.0655296596281455	0.142612477806504
NKX2-1	ZBTB11-AS1	-0.122922453348689	0.00582058680318124
NKX2-1	IGFL4	-0.0939656796539468	0.0353135151457701
NKX2-1	RHCG	-0.21007521819946	2.05273478968005e-06
NKX2-1	AC007240.3	-0.0122654680570408	0.783979019167695
NKX2-1	RAB6A	-0.0843622336252967	0.0589156605177545
NKX2-1	AC141557.1	-0.0357250919106688	0.424468447598332
NKX2-1	PCYT2	-0.0940320580888966	0.0351836499836655
NKX2-1	MPPED1	-0.166823278336958	0.000173507207449914
NKX2-1	KYAT3	-0.0361288662092285	0.419248389930774
NKX2-1	RNA5SP530	-0.058732552944101	0.188921048485859
NKX2-1	SETBP1	-0.0397608513287173	0.374010167535334
NKX2-1	CCDC66	-0.0357380650060111	0.424300142646643
NKX2-1	LYPD2	-0.00138120939860615	0.975373727628181
NKX2-1	PKDCC	0.150453539521777	0.000720044681652495
NKX2-1	AZI2	-0.00491228885992719	0.91257760861576
NKX2-1	COX18	-0.00903073112665851	0.840044575995598
NKX2-1	ZDHHC8	0.00367896573347421	0.934469120679751
NKX2-1	FKBP7	0.117465694627016	0.00842797352816655
NKX2-1	AC015922.3	0.238325645537052	6.49795731062041e-08
NKX2-1	EFCAB11	-0.165049910747953	0.000203777234945838
NKX2-1	AC135068.3	0.081724073774849	0.0673167070806013
NKX2-1	PROSER3	0.0276793879713203	0.536088246627197
NKX2-1	STEAP1	-0.0992474007493924	0.0261738580259272
NKX2-1	XRCC4	0.00114993410047565	0.979496254360966
NKX2-1	LIMS2	0.210014535019995	2.06701871047724e-06
NKX2-1	SIGIRR	0.302649775380559	4.29296232858467e-12
NKX2-1	ZC3H4	-0.0237075143919973	0.596163494293926
NKX2-1	TRIM16L	-0.22008917728149	6.35591748104184e-07
NKX2-1	AC022167.2	0.117733902832433	0.0082787936236617
NKX2-1	CEP44	-0.0290385315545505	0.516252009044643
NKX2-1	AL136221.1	-0.0809069774235369	0.0701097667381232
NKX2-1	AC008753.1	-0.12718045490068	0.00431701454987908
NKX2-1	SREK1	0.0339610910424493	0.447713483769696
NKX2-1	TEX261	-0.0540073683163984	0.227078224184899
NKX2-1	CLTCL1	-0.111193019072297	0.0126724795648429
NKX2-1	HOXC12	0.0249207096754819	0.577491918625246
NKX2-1	AL353807.5	-0.0669345590529263	0.134228369926912
NKX2-1	LCE1F	-0.148034234083669	0.000878372384376244
NKX2-1	CLIC1	0.0204710797087748	0.647263992625442
NKX2-1	TEF	-0.0242068404582321	0.588445462607603
NKX2-1	KRT16P2	0.29158131431252	2.7012154284447e-11
NKX2-1	SLC10A7	0.128159085201444	0.00402544489021508
NKX2-1	LCN2	0.0204877973036734	0.646995447196524
NKX2-1	PLBD1	-0.0383880492250979	0.390743293414071
NKX2-1	GYG2	-0.0329879415632669	0.460839742149272
NKX2-1	CERCAM	-0.0365873782218056	0.413366557748218
NKX2-1	AC020978.4	0.204699856774734	3.76423666736791e-06
NKX2-1	CRIM1-DT	-0.0767661789358429	0.085756118154286
NKX2-1	IGHV3-23	0.0726070909873062	0.104188662147335
NKX2-1	AP000254.2	-0.00756324449877041	0.865767406495623
NKX2-1	GAPDHP65	-0.194421663628538	1.14840641378837e-05
NKX2-1	HLA-DOA	0.448402640905847	3.35018600593988e-26
NKX2-1	GALM	0.339636070617341	5.09763173146039e-15
NKX2-1	MSH3	-0.0761697866938976	0.0882253471813516
NKX2-1	ACP7	-0.164208764786751	0.000219803510305574
NKX2-1	GALE	0.28152837859745	1.34168102722179e-10
NKX2-1	HAUS2	-0.141343761518631	0.00149879913951326
NKX2-1	BPHL	-0.0111304109127378	0.803541135102061
NKX2-1	WDR75	-0.200123750446203	6.22926810873993e-06
NKX2-1	MIR573	0.175770970682751	7.51824070764058e-05
NKX2-1	CHRM3	-0.294490359360116	1.67854302206066e-11
NKX2-1	GGT5	0.174753732627861	8.28557131294681e-05
NKX2-1	AGAP9	0.0691855840249548	0.121593686594599
NKX2-1	CISH	0.553757981181353	1.11030372988245e-41
NKX2-1	GALNT7	0.0579974642122854	0.1945256971884
NKX2-1	SUV39H1	-0.181068009905089	4.49279123261708e-05
NKX2-1	CYP4F3	-0.199552143398942	6.62847802054147e-06
NKX2-1	FHDC1	0.0452702973183736	0.311400536326296
NKX2-1	AC006128.1	-0.0117906953277387	0.792145700967844
NKX2-1	GTF3C6	0.0996563477970824	0.0255601164758301
NKX2-1	CKMT1A	-0.202668209575352	4.71425735933848e-06
NKX2-1	FOXD3-AS1	-0.154770983216246	0.000501328187815947
NKX2-1	KLHDC10	0.120969106377567	0.00665623110973556
NKX2-1	NEK4	0.0069466684775194	0.876619142332284
NKX2-1	PFKM	-0.0688626276267287	0.123347206690985
NKX2-1	C20orf194	0.0251308758222498	0.574285482627404
NKX2-1	CAMSAP3	-0.0389097431182854	0.384331632574183
NKX2-1	CYP2D6	-0.0246499321928935	0.581635427659103
NKX2-1	ICE2	-0.145957721251432	0.00103931396901386
NKX2-1	PARS2	-0.044357016274801	0.321272912288733
NKX2-1	HMGCS1	-0.178063734935858	6.02728287757025e-05
NKX2-1	DESI2	-0.217776706782877	8.37364420795932e-07
NKX2-1	LRIG1	0.0081355558856216	0.855717212631908
NKX2-1	TSG101	-0.0187045073137352	0.675893741695296
NKX2-1	ZNF69	0.274015326436106	4.26497066128803e-10
NKX2-1	AC012313.6	0.0652922356262554	0.144068125918517
NKX2-1	ARHGEF35-AS1	-0.149544546917858	0.00077614355182216
NKX2-1	SAXO2	0.144250522869029	0.00119155906267884
NKX2-1	CEP57	-0.0764642583576776	0.0869991027962657
NKX2-1	TBXAS1	0.337917429440096	7.11742946162039e-15
NKX2-1	AL928646.1	-0.0338576801741331	0.449098193993947
NKX2-1	ARL14EP	-0.0245219939044105	0.583597981828825
NKX2-1	ATP1B3	-0.258749544291496	4.01896477530853e-09
NKX2-1	CD96	0.122301122017899	0.00607555226408567
NKX2-1	NGF	0.00683775958917061	0.878538403669201
NKX2-1	SULT1C4	0.200049294567683	6.27993747948929e-06
NKX2-1	DPY19L3	0.105018941422737	0.0185909712331233
NKX2-1	S100A5	-0.13030859602606	0.00344663861568988
NKX2-1	CD3D	0.151091471402205	0.000682943382838235
NKX2-1	USP39	-0.209836028882234	2.10959031635334e-06
NKX2-1	TLL2	0.0145590527578003	0.744874700594752
NKX2-1	CYTH4	0.216873220543323	9.3184142339826e-07
NKX2-1	AKR7A2	0.0472236566461459	0.29096161358812
NKX2-1	DHX58	0.0482611492213738	0.280480030116675
NKX2-1	RAB18	-0.137784845210938	0.001973491436852
NKX2-1	AC016065.1	-0.102454135742591	0.0216848441401862
NKX2-1	SLC2A9	-0.0980921270340566	0.0279767386714636
NKX2-1	CRTAM	0.15689745136598	0.000417990764032134
NKX2-1	GPR158	-0.0614286997625712	0.169379945666
NKX2-1	PIK3IP1	0.0609833274736257	0.172499287692522
NKX2-1	SPEF2	0.0409291935006949	0.36012306742355
NKX2-1	RNF183	0.100310061184672	0.0246048132785565
NKX2-1	NAP1L1P1	-0.0344337691555928	0.441415036676657
NKX2-1	THYN1	0.0559514459994069	0.21076397232075
NKX2-1	SNORA16B	0.0238199046227382	0.594422283428264
NKX2-1	USP40	0.0924357400268794	0.0384217330311017
NKX2-1	IP6K3	0.186832191124229	2.52272405838204e-05
NKX2-1	PLEKHA8P1	0.165727279271739	0.000191673969570262
NKX2-1	CDAN1	-0.105275461129962	0.0183038324346817
NKX2-1	RASSF2	0.278645364607333	2.09984629408072e-10
NKX2-1	HSPA4L	-0.212958203293413	1.4731123112123e-06
NKX2-1	AL049870.3	0.00461252226241389	0.917893029664445
NKX2-1	ALG5	0.036173658386731	0.418671638236275
NKX2-1	BCL9	0.0259787882557335	0.561435245473904
NKX2-1	N4BP3	0.0448517310833983	0.315900122102969
NKX2-1	UBE3C	-0.145621782644468	0.00106777404239932
NKX2-1	ACSL5	0.482927169413057	1.08004534111269e-30
NKX2-1	BRWD1-AS2	-0.0716616677581373	0.108787936058099
NKX2-1	AC004383.1	-0.07155158941038	0.10933369159682
NKX2-1	PTGIR	0.224859572659911	3.56487367619274e-07
NKX2-1	C9orf24	0.134668259224818	0.00249825659410873
NKX2-1	GPR173	0.0649230326895664	0.146354235562116
NKX2-1	IGF1	0.195836154634193	9.88345114185311e-06
NKX2-1	RNF207	0.0106656197877836	0.811587871845188
NKX2-1	SHE	0.51804146978394	8.1072329186886e-36
NKX2-1	SRSF8	0.0947978420814539	0.033714599529598
NKX2-1	AFG3L1P	0.0335184318203229	0.453657826154009
NKX2-1	SESN2	0.115093760752881	0.00985517216806697
NKX2-1	GLT8D2	-0.0140931862738593	0.752768227288946
NKX2-1	RNA5SP37	0.0127000122931164	0.776525027778772
NKX2-1	PRDM8	0.169179333060117	0.000139777674427639
NKX2-1	KCTD13	-0.128895907697525	0.00381781019221922
NKX2-1	AL355480.1	-0.117770811512545	0.00825845012340396
NKX2-1	CTNNA1	0.100315433041534	0.0245970926523319
NKX2-1	SSH3	0.0659430440552923	0.140104912646453
NKX2-1	RPL3	-0.0384511900225422	0.38996385978671
NKX2-1	ZNF426	-0.0454486069208749	0.309496571319255
NKX2-1	SHC1	0.00427376396611526	0.923904240723674
NKX2-1	MTCH2	-0.108045162995174	0.0154417641509063
NKX2-1	CACUL1	0.0149380228826023	0.738473126449461
NKX2-1	STRA6	0.00367712711834952	0.934501797201618
NKX2-1	TSPAN14	-0.0873208488004641	0.0505460510381202
NKX2-1	TSC22D2	0.0120445352778188	0.787776447100611
NKX2-1	MAP2K4	-0.0531969519777951	0.234137602195772
NKX2-1	SLC9A3R2	0.467332831229985	1.33570256674642e-28
NKX2-1	DNAJA3	-0.123800767535675	0.00547656918336912
NKX2-1	RDX	0.0666715614254599	0.135768270388724
NKX2-1	TMEM105	0.143886126387342	0.00122660742289389
NKX2-1	TMEM8B	0.0590361071524251	0.18664157380332
NKX2-1	C2	0.462904593445894	5.01753383289146e-28
NKX2-1	AC009053.1	-0.0151975802954257	0.734099051495892
NKX2-1	POR	-0.0077589663724031	0.862327871058009
NKX2-1	HCFC1	-0.02184079443855	0.62541588959936
NKX2-1	FUS	-0.0591052900962868	0.18612490594683
NKX2-1	CDCA3	-0.254646712320699	7.16995446089072e-09
NKX2-1	HSPA6	0.0640536762789209	0.151846496570128
NKX2-1	AC114812.2	-0.181370477071573	4.36068093689692e-05
NKX2-1	BCL7A	-0.160587773040053	0.000303225520990605
NKX2-1	ZNF527	0.0201476653233859	0.652468180954381
NKX2-1	AP002336.2	-0.0846971012794789	0.0579142183176602
